Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
867,70245952,BESTÅ,Cabinets & cupboards,170,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-frame-black-brown-70245952/,Yes,"        Frame,          120x40x38 cm",IKEA of Sweden,40,38,120
926,60295532,BESTÅ,Cabinets & cupboards,30,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-glass-shelf-glass-60295532/,No,"        Glass shelf,          56x36 cm",IKEA of Sweden,36,,56
1947,50466275,TROFAST,Nursery furniture,15,No old price,FALSE,https://www.ikea.com/sa/en/p/trofast-storage-box-pink-50466275/,No,"        Storage box,          42x30x23 cm",504.662.75 Fits in TROFAST frames.Can be stacked when completed with a lid.May be completed with TROFAST lid.,30,23,42
2840,70297658,LISABO,Tables & desks,545,No old price,TRUE,https://www.ikea.com/sa/en/p/lisabo-coffee-table-ash-veneer-70297658/,No,"        Coffee table,          118x50 cm",K Hagberg/M Hagberg,,50,50
2798,30299070,LISABO,Tables & desks,745,No old price,TRUE,https://www.ikea.com/sa/en/p/lisabo-desk-ash-veneer-30299070/,No,"        Desk,          118x45 cm",K Hagberg/M Hagberg,45,74,118
3031,79296857,EKEDALEN / EKEDALEN,Tables & desks,1695,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-4-chairs-white-orrsta-light-grey-s79296857/,No,"        Table and 4 chairs,          120/180 cm",Ehlén Johansson,,,
108,30160209,LURÖY,Beds,100,No old price,TRUE,https://www.ikea.com/sa/en/p/luroey-slatted-bed-base-30160209/,Yes,"        Slatted bed base,          80x200 cm",IKEA of Sweden,,4,80
1626,50374271,HEMNES,Chests of drawers & drawer units,375,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-chest-of-2-drawers-white-50374271/,Yes,"        Chest of 2 drawers,          54x66 cm",Carina Bengs,38,66,54
1454,29180524,STUVA / FÖLJA,Chairs,385,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-foelja-storage-bench-white-s29180524/,No,"        Storage bench,          90x50x50 cm",Ebba Strandmark,50,50,90
210,29277724,VALLENTUNA,Beds,4320,"SR 5,400",TRUE,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-murum-white-s29277724/,Yes,        2-seat modular sofa w 2 sofa-beds,Ehlén Johansson,113,84,186
3332,79191803,BESTÅ,TV & media furniture,2930,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s79191803/,Yes,"        TV storage combination/glass doors,          300x20/40x211 cm",IKEA of Sweden,,211,300
318,99291745,HYLLIS,Bookcases & shelving units,84,No old price,TRUE,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-with-cover-transparent-s99291745/,No,"        Shelving unit with cover,          60x27x140 cm",IKEA of Sweden,27,140,60
816,79286491,EKET,Cabinets & cupboards,377,SR 432,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-white-stained-oak-effect-s79286491/,Yes,"        Cabinet combination with feet,          70x25x107 cm",Jon Karlsson/IKEA of Sweden,25,107,70
1580,69221320,EKEDALEN / HENRIKSDAL,Chairs,4565,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-henriksdal-table-and-6-chairs-dark-brown-glose-black-s69221320/,No,"        Table and 6 chairs,          180/240 cm",Karl Malmvall/Ehlén Johansson,,,
59,59248612,NEIDEN,Beds,199,No old price,TRUE,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s59248612/,No,"        Bed frame,          90x200 cm",Jon Karlsson/IKEA of Sweden,,,94
1003,20351515,BESTÅ,Cabinets & cupboards,75,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-20351515/,Yes,"        Drawer frame,          60x25x40 cm",IKEA of Sweden,40,25,60
1488,19252173,VANGSTA / TEODORES,Chairs,845,"SR 1,045",TRUE,https://www.ikea.com/sa/en/p/vangsta-teodores-table-and-4-chairs-white-bright-orange-s19252173/,No,"        Table and 4 chairs,          120/180 cm",IKEA of Sweden/David Wahl,,,
2987,40339004,NORRÅKER,Tables & desks,595,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,Yes,"        Bar table,          74x74 cm",J Karlsson/N Karlsson,,102,74
2002,40411047,KUDDARNA,Outdoor furniture,45,No old price,TRUE,https://www.ikea.com/sa/en/p/kuddarna-back-cushion-outdoor-beige-40411047/,No,"        Back cushion, outdoor,          62x44 cm",IKEA of Sweden,,,62
1360,90253535,AGAM,Chairs,195,No old price,TRUE,https://www.ikea.com/sa/en/p/agam-junior-chair-white-90253535/,No,        Junior chair,IKEA of Sweden,43,79,41
3597,99180573,PAX,Wardrobes,2170,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-hasvik-high-gloss-white-s99180573/,No,"        Wardrobe,          150x66x236 cm",Ehlén Johansson/IKEA of Sweden,66,236,150
1018,70444348,SELSVIKEN,Cabinets & cupboards,60,No old price,TRUE,https://www.ikea.com/sa/en/p/selsviken-drawer-front-high-gloss-dark-red-brown-70444348/,Yes,"        Drawer front,          60x26 cm",IKEA of Sweden,,26,60
765,99248380,IVAR,Bookcases & shelving units,990,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-cabinet-pine-s99248380/,No,"        3 sections/shelves/cabinet,          259x30x124 cm",IKEA of Sweden,30,124,259
3257,60333850,BROR,Trolleys,495,No old price,TRUE,https://www.ikea.com/sa/en/p/bror-trolley-black-pine-plywood-60333850/,No,"        Trolley,          85x55 cm",IKEA of Sweden,,88,55
3340,80247371,BESTÅ,TV & media furniture,225,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-80247371/,Yes,"        Frame,          60x40x192 cm",IKEA of Sweden,40,192,60
3641,39325022,PAX / GRIMO/VIKEDAL,Wardrobes,3935,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-grimo-vikedal-wardrobe-combination-white-mirror-glass-s39325022/,Yes,"        Wardrobe combination,          200x60x236 cm",Ola Wihlborg/Ehlén Johansson/IKEA of Sweden,60,236,200
2800,30345717,FINNVARD,Tables & desks,160,No old price,TRUE,https://www.ikea.com/sa/en/p/finnvard-trestle-with-shelf-birch-30345717/,No,"        Trestle with shelf,          70x71/93 cm",IKEA of Sweden,70,,46
1025,49194681,BESTÅ,Cabinets & cupboards,3340,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-lappviken-sindvik-black-brown-clear-glass-s49194681/,Yes,"        TV storage combination/glass doors,          300x40x230 cm",Marcus Arvonen/IKEA of Sweden,40,230,300
1283,70451635,POÄNG,Chairs,45,No old price,TRUE,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-cushion-almas-beige-70451635/,No,        Children's armchair cushion,704.516.35 Easy to keep clean since the cushion can be machine washed.Recommended for ages from 3 years.Children’s armchair frame is sold separately.,,,39
3168,89304786,LANEBERG / KARLJAN,Tables & desks,1195,No old price,TRUE,https://www.ikea.com/sa/en/p/laneberg-karljan-table-and-4-chairs-white-red-red-s89304786/,No,"        Table and 4 chairs,          130/190x80 cm",Francis Cayouette/K Hagberg/M Hagberg,,,80
727,99303970,BROR,Bookcases & shelving units,1315,No old price,TRUE,https://www.ikea.com/sa/en/p/bror-shelving-unit-white-s99303970/,No,"        Shelving unit,          254x55x190 cm",IKEA of Sweden,55,190,254
2566,19218315,VIMLE,Sofas & armchairs,900,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-cover-for-4-seat-sofa-with-chaise-longue-gunnared-medium-grey-s19218315/,Yes,        Cover for 4-seat sofa,Ehlén Johansson,,,
2269,29254647,GRÖNLID,Sofas & armchairs,1395,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-2-seat-section-inseros-white-s29254647/,Yes,        2-seat section,Ehlén Johansson/Francis Cayouette,98,104,141
220,29285521,VIMLE,Beds,2945,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-section-gunnared-beige-s29285521/,Yes,        2-seat sofa-bed section,Ehlén Johansson/IKEA of Sweden,98,83,160
1795,80229008,BUSUNGE,Children's furniture,645,No old price,TRUE,https://www.ikea.com/sa/en/p/busunge-wardrobe-light-pink-80229008/,No,"        Wardrobe,          80x139 cm",Carl Öjerstam,52,139,80
582,30342479,HACKÅS,Bookcases & shelving units,32,No old price,TRUE,https://www.ikea.com/sa/en/p/hackas-handle-anthracite-30342479/,No,"        Handle,          100 mm",J Löfgren/J Pettersson,18,,24
1113,89280380,NORRÅKER / NORRARYD,Café furniture,1385,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-black-black-s89280380/,No,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,,104,74
2895,19161489,MELLTORP / NISSE,Tables & desks,297,SR 383,TRUE,https://www.ikea.com/sa/en/p/melltorp-nisse-table-and-2-folding-chairs-white-white-s19161489/,No,"        Table and 2 folding chairs,          75 cm",Lisa Norinder,,72,75
3514,20449517,KLEPPSTAD,Wardrobes,45,No old price,TRUE,https://www.ikea.com/sa/en/p/kleppstad-shelf-white-20449517/,No,"        Shelf,          76x50 cm",IKEA of Sweden,50,,76
940,89307643,EKET,Cabinets & cupboards,114,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s89307643/,Yes,"        Wall-mounted cabinet combination,          35x35x35 cm",IKEA of Sweden/Jon Karlsson,35,35,35
56,70395239,NEIDEN,Beds,199,No old price,TRUE,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/,No,"        Bed frame,          140x200 cm",Jon Karlsson,,,144
187,19302917,PLATSA,Beds,2210,"SR 2,395",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-s19302917/,No,"        Bed frame with storage,          140x244x223 cm",IKEA of Sweden,40,43,140
2178,105064,LIATORP,"Sideboards, buffets & console tables",445,No old price,TRUE,https://www.ikea.com/sa/en/p/liatorp-console-table-white-glass-00105064/,No,"        Console table,          133x37 cm",Carina Bengs,,75,37
3282,60245844,BESTÅ,TV & media furniture,170,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-frame-white-60245844/,Yes,"        Frame,          120x40x38 cm",IKEA of Sweden,40,38,120
2920,99047145,HILVER / LERBERG,Tables & desks,435,No old price,TRUE,https://www.ikea.com/sa/en/p/hilver-lerberg-table-bamboo-grey-s99047145/,No,"        Table,          140x65 cm",Chenyi Ke/IKEA of Sweden,,,65
3239,99305177,NORDVIKEN / LEIFARNE,Tables & desks,2275,No old price,TRUE,https://www.ikea.com/sa/en/p/nordviken-leifarne-table-and-4-chairs-black-broringe-black-s99305177/,No,"        Table and 4 chairs,          152/223x95 cm",Mia Lagerman/Francis Cayouette,,,95
3151,20340758,EKEDALEN,Tables & desks,995,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-extendable-table-dark-brown-20340758/,No,"        Extendable table,          180/240x90 cm",Ehlén Johansson,,75,90
3629,59330112,PAX / AULI,Wardrobes,1940,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-auli-wardrobe-combination-white-mirror-glass-s59330112/,No,"        Wardrobe combination,          150x44x236 cm",IKEA of Sweden/Ehlén Johansson,44,236,150
999,49298594,BESTÅ,Cabinets & cupboards,990,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-selsviken-high-gloss-dark-red-brown-s49298594/,Yes,"        TV bench,          180x42x39 cm",IKEA of Sweden,42,39,180
2812,349444,TINGBY,Tables & desks,149,No old price,TRUE,https://www.ikea.com/sa/en/p/tingby-side-table-on-castors-grey-00349444/,Yes,"        Side table on castors,          50x50 cm","003.494.44 Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.The castors make it easy to move the table if needed.",,45,50
468,80344923,EKET,Bookcases & shelving units,375,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-with-2-drawers-dark-grey-80344923/,Yes,"        Cabinet with 2 drawers,          70x35x35 cm",Jon Karlsson,35,35,70
1210,40455654,BINGSTA,Chairs,695,No old price,TRUE,https://www.ikea.com/sa/en/p/bingsta-high-back-armchair-vissle-dark-yellow-kabusa-dark-yellow-40455654/,Yes,        High-back armchair,Elizabet Gutierrez,58,101,70
2637,10203610,MALM,Tables & desks,375,No old price,TRUE,https://www.ikea.com/sa/en/p/malm-dressing-table-white-10203610/,Yes,"        Dressing table,          120x41 cm",Eva Lilja Löwenhielm,41,78,120
2750,20439472,NORDKISA,Tables & desks,476,SR 595,TRUE,https://www.ikea.com/sa/en/p/nordkisa-dressing-table-bamboo-20439472/,No,"        Dressing table,          76x47 cm",L Hilland/J Karlsson,47,79,76
226,9277918,VALLENTUNA,Beds,4036,"SR 5,045",TRUE,https://www.ikea.com/sa/en/p/vallentuna-3-seat-modular-sofa-with-sofa-bed-with-open-end-hillared-light-blue-s09277918/,Yes,        3-seat modular sofa with sofa-bed,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,,84,273
2441,60336194,SANDBACKEN,Sofas & armchairs,330,No old price,TRUE,https://www.ikea.com/sa/en/p/sandbacken-cover-for-corner-sofa-lofallet-beige-60336194/,Yes,        Cover for corner sofa,Lisa Hilland,,,
535,99217755,BILLY / OXBERG,Bookcases & shelving units,995,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-black-brown-s99217755/,Yes,"        Bookcase,          80x30x237 cm",Gillis Lundgren/IKEA of Sweden,30,237,80
905,79248748,LIXHULT,Cabinets & cupboards,363,No old price,TRUE,https://www.ikea.com/sa/en/p/lixhult-storage-combination-grey-dark-green-pink-s79248748/,Yes,"        Storage combination,          60x92 cm",Jon Karlsson,35,70,60
3227,79335552,LINNMON / ALEX,Tables & desks,550,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-alex-table-green-white-s79335552/,Yes,"        Table,          150x75 cm",IKEA of Sweden/Johanna Asshoff,,74,75
1612,10239280,HEMNES,Chests of drawers & drawer units,1095,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-chest-of-8-drawers-white-stain-10239280/,Yes,"        Chest of 8 drawers,          160x96 cm",K Hagberg/M Hagberg,50,96,160
3048,49022519,BEKANT,Tables & desks,2645,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-desk-sit-stand-white-s49022519/,Yes,"        Desk sit/stand,          120x80 cm",K Malmvall/E Lilja Löwenhielm,,,80
2688,29217495,LINNMON / ALEX,Tables & desks,480,SR 550,TRUE,https://www.ikea.com/sa/en/p/linnmon-alex-table-beige-white-s29217495/,Yes,"        Table,          150x75 cm",IKEA of Sweden/Johanna Asshoff,,74,75
2578,29303327,VIMLE,Sofas & armchairs,960,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-cover-for-3-seat-sofa-bed-dalstorp-multicolour-s29303327/,Yes,        Cover for 3-seat sofa-bed,Ehlén Johansson,,,
697,50357002,KALLRÖR,Bookcases & shelving units,25,No old price,TRUE,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-50357002/,No,"        Handle,          213 mm",IKEA of Sweden,38,,
1741,40365366,MAMMUT,Children's furniture,59,No old price,TRUE,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-red-40365366/,No,        Children's chair,M Kjelstrup/A Östgaard,36,67,39
3347,79299554,HEMNES,TV & media furniture,3360,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-tv-storage-combination-white-stain-s79299554/,Yes,"        TV storage combination,          326x197 cm",Carina Bengs,,197,326
208,79217902,SANDBACKEN,Beds,1841,"SR 1,950",TRUE,https://www.ikea.com/sa/en/p/sandbacken-corner-sofa-bed-lofallet-beige-s79217902/,Yes,        Corner sofa-bed,David Wahl/Lisa Hilland/IKEA of Sweden,,69,212
565,29287370,BILLY / MORLIDEN,Bookcases & shelving units,415,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-with-glass-doors-white-glass-s29287370/,Yes,"        Bookcase with glass-doors,          80x30x106 cm",Gillis Lundgren/IKEA of Sweden,30,106,80
313,70342199,FJÄLLBO,Bookcases & shelving units,295,No old price,TRUE,https://www.ikea.com/sa/en/p/fjaellbo-shelving-unit-black-70342199/,No,"        Shelving unit,          51x136 cm",Johan Kroon,36,136,51
601,9301131,BESTÅ,Bookcases & shelving units,1150,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-grey-stained-walnut-effect-selsviken-high-gloss-white-frosted-glass-s09301131/,Yes,"        Storage combination w glass doors,          60x42x193 cm",IKEA of Sweden,42,193,60
233,10411242,VITVAL,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-white-light-grey-10411242/,No,"        Loft bed frame,          90x200 cm",IKEA of Sweden,,195,135
1071,50293604,BESTÅ,Cabinets & cupboards,15,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-supporting-leg-grey-50293604/,No,"        Supporting leg,          10 cm",IKEA of Sweden,,10,
2715,79010690,TÄRENDÖ / ADDE,Tables & desks,285,No old price,TRUE,https://www.ikea.com/sa/en/p/taerendoe-adde-table-and-4-chairs-black-s79010690/,No,"        Table and 4 chairs,          110 cm",K Hagberg/M Hagberg/Marcus Arvonen,,74,67
2981,89215672,LINNMON / ADILS,Tables & desks,235,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-adils-table-white-white-stained-oak-effect-white-s89215672/,Yes,"        Table,          150x75 cm",IKEA of Sweden,,74,75
2464,30198599,KIVIK,Sofas & armchairs,1196,"SR 1,495",TRUE,https://www.ikea.com/sa/en/p/kivik-footstool-grann-bomstad-black-30198599/,No,        Footstool,Ola Wihlborg,70,43,90
111,60372276,HEMNES,Beds,1495,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/,No,"        Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,70,18,89
2170,69017475,KALLAX,Room dividers,895,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-8-inserts-white-s69017475/,Yes,"        Shelving unit with 8 inserts,          147x147 cm",Tord Björklund,39,147,147
3275,50409874,BRIMNES,TV & media furniture,595,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-tv-bench-white-50409874/,Yes,"        TV bench,          180x41x53 cm",K Hagberg/M Hagberg,41,53,180
1736,80342052,CIRKUSTÄLT,Children's furniture,79,No old price,TRUE,https://www.ikea.com/sa/en/p/cirkustaelt-childrens-tent-80342052/,No,        Children's tent,IKEA of Sweden,,120,
1078,59336374,EKET,Cabinets & cupboards,139,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-cabinet-with-glass-door-white-s59336374/,Yes,"        Wall cabinet with glass door,          35x35x35 cm",IKEA of Sweden/Jon Karlsson,35,35,35
3294,9188979,BESTÅ,TV & media furniture,1090,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-lappviken-sindvik-lappviken-black-brown-clear-glass-s09188979/,Yes,"        TV bench,          180x40x48 cm",Marcus Arvonen/IKEA of Sweden,40,48,180
472,40347508,ENERYDA,Bookcases & shelving units,22,No old price,TRUE,https://www.ikea.com/sa/en/p/eneryda-knob-brass-colour-40347508/,Yes,"        Knob,          27 mm",Francis Cayouette,,,
1846,30171123,TROFAST,Children's furniture,175,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-frame-white-30171123/,No,"        Frame,          46x30x145 cm",Studio Copenhagen,30,145,46
1849,50466275,TROFAST,Children's furniture,15,No old price,FALSE,https://www.ikea.com/sa/en/p/trofast-storage-box-pink-50466275/,No,"        Storage box,          42x30x23 cm",504.662.75 Fits in TROFAST frames.Can be stacked when completed with a lid.May be completed with TROFAST lid.,30,23,42
1055,10363632,HÄLLAN,Cabinets & cupboards,50,No old price,TRUE,https://www.ikea.com/sa/en/p/haellan-pair-of-legs-white-10363632/,No,"        Pair of legs,          29 cm",Jon Karlsson,2,29,45
2935,69214230,LINNMON / KRILLE,Tables & desks,385,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-krille-table-blue-white-s69214230/,Yes,"        Table,          120x60 cm",IKEA of Sweden/Francis Cayouette,,74,60
361,59902658,VITTSJÖ,Bookcases & shelving units,620,No old price,TRUE,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s59902658/,No,"        Storage combination,          151x36x175 cm",Johan Kroon,36,175,151
135,89302914,PLATSA,Beds,2307,"SR 2,560",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-drawers-white-fonnes-s89302914/,No,"        Bed frame with 10 drawers,          140x244x103 cm",IKEA of Sweden,40,43,140
2282,80245051,STOCKHOLM,Sofas & armchairs,6680,"SR 8,350",TRUE,https://www.ikea.com/sa/en/p/stockholm-three-seat-sofa-seglora-natural-80245051/,No,        Three-seat sofa,Niels Gammelgaard,88,80,211
3066,69282525,BEKANT,Tables & desks,1044,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-black-s69282525/,Yes,"        Storage unit on legs,          41x101 cm",Eva Lilja Löwenhielm,45,101,41
22,10281354,JANINGE,Bar furniture,595,No old price,TRUE,https://www.ikea.com/sa/en/p/janinge-bar-stool-grey-10281354/,No,"        Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,36,84,38
1588,79229212,EKEDALEN / ODGER,Chairs,2765,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-odger-table-and-6-chairs-dark-brown-white-beige-s79229212/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson/J Löfgren/J Pettersson,,,
1192,10331014,MALINDA,Chairs,25,SR 30,TRUE,https://www.ikea.com/sa/en/p/malinda-chair-cushion-grey-10331014/,No,"        Chair cushion,          40/35x38x7 cm",103.310.14 Hook and loop fasteners keep the chair cushion in place.The chair cushion has two identical sides so it can be turned over for even wear.Easy to keep clean since it is machine washable.,38,,
2791,10415853,SUNDSTA,Tables & desks,345,No old price,TRUE,https://www.ikea.com/sa/en/p/sundsta-nest-of-tables-set-of-3-black-brown-10415853/,No,"        Nest of tables, set of 3","104.158.53 Can be used individually or be pushed together to save space.Low weight; easy to move.Sizes: (length x width x height) 27x22x35 cm, 36x26x38 cm, 45x30x40 cm.",,,
695,80414256,VASSVIKEN,Bookcases & shelving units,100,No old price,TRUE,https://www.ikea.com/sa/en/p/vassviken-door-drawer-front-white-80414256/,No,"        Door/drawer front,          60x38 cm",IKEA of Sweden,,,
420,9306204,JONAXEL,Bookcases & shelving units,585,SR 657,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frames-clothes-rails-shelving-units-s09306204/,No,"        Frames/clothes rails/shelving units,          148x51x173 cm",IKEA of Sweden,51,173,148
2699,90423887,NORDEN,Tables & desks,899,No old price,TRUE,https://www.ikea.com/sa/en/p/norden-gateleg-table-birch-90423887/,No,"        Gateleg table,          26/89/152x80 cm","904.238.87 Small, neat dimensions make the table easy to furnish with, even when space is limited.Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.You can store for example cutlery, table napkins and candles in the 6 drawers under the table top.This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.Seats 2-4.Only recommended for indoor use.Combines with other furniture in the NORDEN series.For increased stability, re-tighten the screws about two weeks after assembly and when necessary.",,74,80
460,10338421,BAGGANÄS,Bookcases & shelving units,27,No old price,TRUE,https://www.ikea.com/sa/en/p/bagganaes-knob-stainless-steel-10338421/,Yes,"        Knob,          20 mm",H Preutz/A Fredriksson,28,,20
87,79247598,BJÖRKSNÄS,Beds,2040,No old price,TRUE,https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-leirsund-s79247598/,Yes,"        Bed frame,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,42,160
282,40415465,LOMMARP,Bookcases & shelving units,476,SR 595,TRUE,https://www.ikea.com/sa/en/p/lommarp-bookcase-dark-blue-green-40415465/,No,"        Bookcase,          65x199 cm",Francis Cayouette,34,199,65
2287,9217849,BRÅTHULT,Sofas & armchairs,1991,"SR 2,100",TRUE,https://www.ikea.com/sa/en/p/brathult-corner-sofa-bed-borred-grey-green-s09217849/,Yes,        Corner sofa-bed,Lisa Hilland/David Wahl/IKEA of Sweden,78,69,212
1621,30309234,KULLEN,Chests of drawers & drawer units,199,No old price,TRUE,https://www.ikea.com/sa/en/p/kullen-chest-of-3-drawers-black-brown-30309234/,No,"        Chest of 3 drawers,          70x72 cm",IKEA of Sweden,40,72,70
1204,30396655,HEMNES,Chairs,495,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-storage-bench-w-towel-rail-4-hooks-white-30396655/,No,"        Storage bench w towel rail/4 hooks,          64x37x173 cm",T Christensen/K Legaard,37,173,64
3504,29248369,PLATSA,Wardrobes,2205.5,"SR 2,760",TRUE,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-sannidal-s29248369/,No,"        Wardrobe,          340x42x241 cm",IKEA of Sweden,42,241,340
1864,30449748,ANTILOP,Nursery furniture,16,SR 20,TRUE,https://www.ikea.com/sa/en/p/antilop-supporting-cushion-white-30449748/,No,        Supporting cushion,S Edholm/L Ullenius,,,
859,29302573,BESTÅ,Cabinets & cupboards,1400,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-riksviken-stubbarp-light-bronze-effect-s29302573/,Yes,"        Storage combination with doors,          180x42x74 cm",IKEA of Sweden,42,74,180
533,19282924,BESTÅ,Bookcases & shelving units,1570,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-grey-stained-walnut-effect-vassviken-white-clear-glass-s19282924/,Yes,"        Storage combination w glass doors,          120x40x128 cm",Marcus Arvonen/IKEA of Sweden,40,128,120
3645,19127382,PAX,Wardrobes,2610,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s19127382/,Yes,"        Wardrobe,          150x66x236 cm",Ehlén Johansson/IKEA of Sweden,66,236,150
3169,90252908,BEKANT,Tables & desks,620,SR 775,TRUE,https://www.ikea.com/sa/en/p/bekant-underframe-for-table-top-white-90252908/,Yes,"        Underframe for table top,          160x80 cm",K Malmvall/E Lilja Löwenhielm,,,80
3374,20334309,BILLSBRO,TV & media furniture,75,No old price,TRUE,https://www.ikea.com/sa/en/p/billsbro-handle-white-20334309/,Yes,"        Handle,          2220 mm",H Preutz/A Fredriksson,,,
2887,59930958,LINNMON / LALLE,Tables & desks,475,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-lalle-table-black-brown-black-s59930958/,Yes,"        Table,          150x75 cm",IKEA of Sweden/Tina Christensen,,73,75
2932,49320774,SVALNÄS,Tables & desks,1840,No old price,TRUE,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-white-s49320774/,No,"        Wall-mounted workspace combination,          233x35x176 cm",Jon Karlsson,35,176,233
2597,70405064,LIDHULT,Sofas & armchairs,845,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-cover-for-3-seat-section-lejde-red-brown-70405064/,Yes,        Cover for 3-seat section,Henrik Preutz,,,
2545,79217921,VIMLE,Sofas & armchairs,1910,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-cover-for-u-shaped-sofa-6-seat-with-open-end-orrsta-black-blue-s79217921/,Yes,"        Cover for u-shaped sofa, 6-seat",Ehlén Johansson,,,
